query,_id,_score,name,symbol,ensembl.gene,notfound,ensembl
KAZN-AS1,105376762,27.063417,KAZN antisense RNA 1,KAZN-AS1,ENSG00000234593,False,None
TMEM51-AS1,200197,27.063152,TMEM51 antisense RNA 1,TMEM51-AS1,ENSG00000175147,False,None
TMEM51,55092,18.231522,transmembrane protein 51,TMEM51,ENSG00000171729,False,None
C1orf195,None,None,None,None,None,True,None
FHAD1,114827,18.101309,forkhead associated phosphopeptide binding domain 1,FHAD1,ENSG00000142621,False,None
AL031283.2,None,None,None,None,None,True,None
AL031283.3,None,None,None,None,None,True,None
AL031283.1,None,None,None,None,None,True,None
EFHD2,79180,17.836218,EF-hand domain family member D2,EFHD2,ENSG00000142634,False,None
CTRC,11330,19.120811,chymotrypsin C,CTRC,ENSG00000162438,False,None
CELA2A,63036,22.07065,chymotrypsin like elastase 2A,CELA2A,ENSG00000142615,False,None
CELA2B,51032,23.776976,chymotrypsin like elastase 2B,CELA2B,ENSG00000215704,False,None
CASP9,842,17.61336,caspase 9,CASP9,ENSG00000132906,False,None
DNAJC16,23341,17.707512,DnaJ heat shock protein family (Hsp40) member C16,DNAJC16,ENSG00000116138,False,None
AL121992.3,None,None,None,None,None,True,None
AGMAT,79814,17.604364,agmatinase (putative),AGMAT,ENSG00000116771,False,None
AL121992.1,None,None,None,None,None,True,None
DDI2,84301,18.104897,DNA damage inducible 1 homolog 2,DDI2,ENSG00000197312,False,None
RSC1A1,6248,20.090933,regulator of solute carriers 1,RSC1A1,ENSG00000215695,False,None
AL121992.2,None,None,None,None,None,True,None
PLEKHM2,23207,17.556284,pleckstrin homology and RUN domain containing M2,PLEKHM2,ENSG00000116786,False,None
AL450998.3,None,None,None,None,None,True,None
SLC25A34,284723,17.742191,solute carrier family 25 member 34,SLC25A34,ENSG00000162461,False,None
SLC25A34-AS1,110806303,27.065735,SLC25A34 and TMEM82 antisense RNA 1,SLC25A34-AS1,ENSG00000224459,False,None
TMEM82,388595,17.548033,transmembrane protein 82,TMEM82,ENSG00000162460,False,None
FBLIM1,54751,17.659794,filamin binding LIM protein 1,FBLIM1,ENSG00000162458,False,None
UQCRHL,440567,25.750221,ubiquinol-cytochrome c reductase hinge protein like,UQCRHL,ENSG00000233954,False,None
AL450998.2,None,None,None,None,None,True,None
SPEN,23013,17.546902,spen family transcriptional repressor,SPEN,ENSG00000065526,False,None
ZBTB17,7709,17.572319,zinc finger and BTB domain containing 17,ZBTB17,ENSG00000116809,False,None
SRARP,149563,19.120811,steroid receptor associated and regulated protein,SRARP,ENSG00000183888,False,None
AL355994.3,None,None,None,None,None,True,None
HSPB7,27129,17.49934,heat shock protein family B (small) member 7,HSPB7,ENSG00000173641,False,None
CLCNKA,1187,19.85931,chloride voltage-gated channel Ka,CLCNKA,ENSG00000186510,False,None
CLCNKB,1188,21.710022,chloride voltage-gated channel Kb,CLCNKB,ENSG00000184908,False,None
FAM131C,348487,17.955153,family with sequence similarity 131 member C,FAM131C,ENSG00000185519,False,None
EPHA2,1969,17.35321,EPH receptor A2,EPHA2,ENSG00000142627,False,None
AL451042.2,None,None,None,None,None,True,None
AL451042.1,None,None,None,None,None,True,None
ARHGEF19-AS1,ENSG00000234166,26.271315,ARHGEF19 antisense RNA 1,ARHGEF19-AS1,ENSG00000234166,False,None
ARHGEF19,128272,18.048073,Rho guanine nucleotide exchange factor 19,ARHGEF19,ENSG00000142632,False,"[{'gene': 'ENSG00000142632'}, {'gene': 'ENSG00000291381'}]"
CPLANE2,79363,17.658878,ciliogenesis and planar polarity effector complex subunit 2,CPLANE2,ENSG00000132881,False,"[{'gene': 'ENSG00000132881'}, {'gene': 'ENSG00000291382'}]"
FBXO42,54455,17.501925,F-box protein 42,FBXO42,ENSG00000291375,False,"[{'gene': 'ENSG00000291375'}, {'gene': 'ENSG00000037637'}]"
SZRD1,26099,17.569746,SUZ RNA binding domain containing 1,SZRD1,ENSG00000055070,False,"[{'gene': 'ENSG00000055070'}, {'gene': 'ENSG00000291379'}]"
SPATA21,374955,19.180042,spermatogenesis associated 21,SPATA21,ENSG00000291401,False,"[{'gene': 'ENSG00000291401'}, {'gene': 'ENSG00000187144'}]"
NECAP2,55707,17.629282,NECAP endocytosis associated 2,NECAP2,ENSG00000291380,False,"[{'gene': 'ENSG00000291380'}, {'gene': 'ENSG00000157191'}]"
LINC01772,107984921,27.063547,long intergenic non-protein coding RNA 1772,LINC01772,ENSG00000291388,False,"[{'gene': 'ENSG00000291388'}, {'gene': 'ENSG00000226029'}]"
AL137802.2,None,None,None,None,None,True,None
AL137802.1,None,None,None,None,None,True,None
LINC01783,100132147,27.065735,long intergenic non-protein coding RNA 1783,LINC01783,ENSG00000291392,False,"[{'gene': 'ENSG00000291392'}, {'gene': 'ENSG00000233421'}]"
NBPF1,55672,24.7907,NBPF member 1,NBPF1,ENSG00000292225,False,"[{'gene': 'ENSG00000292225'}, {'gene': 'ENSG00000219481'}]"
AL137798.1,None,None,None,None,None,True,None
AL137798.2,None,None,None,None,None,True,None
AL021920.1,None,None,None,None,None,True,None
AL021920.3,None,None,None,None,None,True,None
CROCC,9696,18.186708,"ciliary rootlet coiled-coil, rootletin",CROCC,ENSG00000058453,False,None
BX284668.1,None,None,None,None,None,True,None
BX284668.2,None,None,None,None,None,True,None
BX284668.5,None,None,None,None,None,True,None
BX284668.6,None,None,None,None,None,True,None
MFAP2,4237,17.610989,microfibril associated protein 2,MFAP2,ENSG00000117122,False,None
AL049569.1,None,None,None,None,None,True,None
ATP13A2,23400,17.60321,ATPase cation transporting 13A2,ATP13A2,ENSG00000159363,False,None
SDHB,6390,17.024527,succinate dehydrogenase complex iron sulfur subunit B,SDHB,ENSG00000117118,False,None
PADI2,11240,18.069708,peptidyl arginine deiminase 2,PADI2,ENSG00000117115,False,"[{'gene': 'ENSG00000117115'}, {'gene': 'ENSG00000291387'}]"
AL590644.1,None,None,None,None,None,True,None
AL590644.3,None,None,None,None,None,True,None
PADI1,29943,19.313461,peptidyl arginine deiminase 1,PADI1,ENSG00000281459,False,"[{'gene': 'ENSG00000281459'}, {'gene': 'ENSG00000142623'}]"
PADI3,51702,19.279457,peptidyl arginine deiminase 3,PADI3,ENSG00000142619,False,"[{'gene': 'ENSG00000142619'}, {'gene': 'ENSG00000280549'}]"
PADI4,23569,19.363716,peptidyl arginine deiminase 4,PADI4,ENSG00000280908,False,"[{'gene': 'ENSG00000280908'}, {'gene': 'ENSG00000159339'}]"
PADI6,353238,19.228476,peptidyl arginine deiminase 6,PADI6,ENSG00000280949,False,"[{'gene': 'ENSG00000280949'}, {'gene': 'ENSG00000276747'}]"
AC004824.1,None,None,None,None,None,True,None
RCC2,55920,17.632769,regulator of chromosome condensation 2,RCC2,ENSG00000179051,False,"[{'gene': 'ENSG00000179051'}, {'gene': 'ENSG00000281540'}]"
ARHGEF10L,55160,18.202923,Rho guanine nucleotide exchange factor 10 like,ARHGEF10L,ENSG00000074964,False,None
AL136529.1,None,None,None,None,None,True,None
ACTL8,81569,19.199781,actin like 8,ACTL8,ENSG00000117148,False,None
AL357509.1,None,None,None,None,None,True,None
LINC01654,101927876,27.063417,long intergenic non-protein coding RNA 1654,LINC01654,ENSG00000261781,False,None
IGSF21,84966,18.199919,immunoglobin superfamily member 21,IGSF21,ENSG00000117154,False,None
IGSF21-AS1,ENSG00000230035,26.271315,IGSF21 antisense RNA 1,IGSF21-AS1,ENSG00000230035,False,None
AL591896.1,None,None,None,None,None,True,None
KLHDC7A,127707,17.667747,kelch domain containing 7A,KLHDC7A,ENSG00000179023,False,None
PAX7,5081,18.220871,paired box 7,PAX7,ENSG00000009709,False,None
TAS1R2,80834,18.722055,taste 1 receptor member 2,TAS1R2,ENSG00000179002,False,None
AL080251.1,None,None,None,None,None,True,None
ALDH4A1,8659,17.604364,aldehyde dehydrogenase 4 family member A1,ALDH4A1,ENSG00000159423,False,None
IFFO2,126917,18.210417,intermediate filament family orphan 2,IFFO2,ENSG00000169991,False,None
UBR4,23352,17.611727,ubiquitin protein ligase E3 component n-recognin 4,UBR4,ENSG00000127481,False,None
AL035413.1,None,None,None,None,None,True,None
EMC1,23065,17.523415,ER membrane protein complex subunit 1,EMC1,ENSG00000127463,False,None
MRTO4,51154,17.606665,"MRT4 homolog, ribosome maturation factor",MRTO4,ENSG00000053372,False,None
AKR7A3,22977,19.213047,aldo-keto reductase family 7 member A3,AKR7A3,ENSG00000162482,False,None
AKR7A2,8574,19.320885,aldo-keto reductase family 7 member A2,AKR7A2,ENSG00000053371,False,None
PQLC2,None,None,None,None,None,True,None
CAPZB,832,17.52371,capping actin protein of muscle Z-line subunit beta,CAPZB,ENSG00000077549,False,None
AL031727.2,None,None,None,None,None,True,None
MINOS1,None,None,None,None,None,True,None
NBL1,4681,17.895529,"NBL1, DAN family BMP antagonist",NBL1,ENSG00000158747,False,None
MINOS1-NBL1,None,None,None,None,None,True,None
HTR6,3362,17.66735,5-hydroxytryptamine receptor 6,HTR6,ENSG00000158748,False,None
TMCO4,255104,17.596724,transmembrane and coiled-coil domains 4,TMCO4,ENSG00000162542,False,None
RNF186,54546,18.2482,ring finger protein 186,RNF186,ENSG00000178828,False,None
AL391883.1,None,None,None,None,None,True,None
OTUD3,23252,17.6064,OTU deubiquitinase 3,OTUD3,ENSG00000169914,False,None
PLA2G2E,30814,19.306952,phospholipase A2 group IIE,PLA2G2E,ENSG00000188784,False,None
PLA2G2A,5320,20.049097,phospholipase A2 group IIA,PLA2G2A,ENSG00000188257,False,None
PLA2G5,5322,19.229294,phospholipase A2 group V,PLA2G5,ENSG00000127472,False,None
PLA2G2D,26279,19.370615,phospholipase A2 group IID,PLA2G2D,ENSG00000117215,False,None
PLA2G2F,64600,19.08145,phospholipase A2 group IIF,PLA2G2F,ENSG00000158786,False,None
Z98257.1,None,None,None,None,None,True,None
PLA2G2C,391013,19.142868,phospholipase A2 group IIC,PLA2G2C,ENSG00000187980,False,None
UBXN10-AS1,None,None,None,None,None,True,None
UBXN10,127733,17.595158,UBX domain protein 10,UBXN10,ENSG00000162543,False,None
LINC01757,105376827,27.062708,long intergenic non-protein coding RNA 1757,LINC01757,ENSG00000228105,False,None
Z98257.2,None,None,None,None,None,True,None
VWA5B1,127731,17.628887,von Willebrand factor A domain containing 5B1,VWA5B1,ENSG00000158816,False,None
AL020998.1,None,None,None,None,None,True,None
LINC01141,ENSG00000236963,26.27205,long intergenic non-protein coding RNA 1141,LINC01141,ENSG00000236963,False,None
AL139254.1,None,None,None,None,None,True,None
AL139254.2,None,None,None,None,None,True,None
AL139254.3,None,None,None,None,None,True,None
CAMK2N1,55450,17.898521,calcium/calmodulin dependent protein kinase II inhibitor 1,CAMK2N1,ENSG00000162545,False,None
MUL1,79594,17.653408,mitochondrial E3 ubiquitin protein ligase 1,MUL1,ENSG00000090432,False,None
FAM43B,163933,17.697239,family with sequence similarity 43 member B,FAM43B,ENSG00000183114,False,None
CDA,978,18.163326,cytidine deaminase,CDA,ENSG00000158825,False,None
PINK1,65018,17.639553,PTEN induced kinase 1,PINK1,ENSG00000158828,False,None
PINK1-AS,100861548,27.063547,PINK1 antisense RNA,PINK1-AS,ENSG00000117242,False,None
DDOST,1650,17.604774,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,DDOST,ENSG00000244038,False,None
KIF17,57576,17.687874,kinesin family member 17,KIF17,ENSG00000117245,False,None
SH2D5,400745,17.723766,SH2 domain containing 5,SH2D5,ENSG00000189410,False,None
AL663074.1,None,None,None,None,None,True,None
HP1BP3,50809,17.568865,heterochromatin protein 1 binding protein 3,HP1BP3,ENSG00000127483,False,None
EIF4G3,8672,18.094906,eukaryotic translation initiation factor 4 gamma 3,EIF4G3,ENSG00000075151,False,None
ECE1,1889,17.57012,endothelin converting enzyme 1,ECE1,ENSG00000117298,False,None
AL031005.1,None,None,None,None,None,True,None
AL031728.1,None,None,None,None,None,True,None
AL592309.2,None,None,None,None,None,True,None
NBPF3,84224,26.271631,NBPF member 3,NBPF3,ENSG00000142794,False,None
ALPL,249,17.651024,"alkaline phosphatase, biomineralization associated",ALPL,ENSG00000162551,False,None
AL359815.1,None,None,None,None,None,True,None
RAP1GAP,5909,18.01742,RAP1 GTPase activating protein,RAP1GAP,ENSG00000076864,False,None
USP48,84196,17.57245,ubiquitin specific peptidase 48,USP48,ENSG00000090686,False,None
LDLRAD2,401944,18.059925,low density lipoprotein receptor class A domain containing 2,LDLRAD2,ENSG00000187942,False,None
HSPG2,3339,17.646955,heparan sulfate proteoglycan 2,HSPG2,ENSG00000142798,False,None
CELA3B,23436,19.673588,chymotrypsin like elastase 3B,CELA3B,ENSG00000219073,False,None
CELA3A,10136,23.346771,chymotrypsin like elastase 3A,CELA3A,ENSG00000142789,False,None
LINC01635,101928043,27.063105,long intergenic non-protein coding RNA 1635,LINC01635,ENSG00000228397,False,None
CDC42,998,17.514536,cell division cycle 42,CDC42,ENSG00000070831,False,None
AL031281.2,None,None,None,None,None,True,None
WNT4,54361,17.606672,Wnt family member 4,WNT4,ENSG00000162552,False,None
ZBTB40,9923,17.741747,zinc finger and BTB domain containing 40,ZBTB40,ENSG00000184677,False,None
EPHA8,2046,16.8307,EPH receptor A8,EPHA8,ENSG00000070886,False,None
C1QA,712,18.07912,complement C1q A chain,C1QA,ENSG00000173372,False,None
C1QC,714,18.176537,complement C1q C chain,C1QC,ENSG00000159189,False,None
C1QB,713,17.963915,complement C1q B chain,C1QB,ENSG00000173369,False,None
EPHB2,2048,17.372993,EPH receptor B2,EPHB2,ENSG00000133216,False,None
AL512444.1,None,None,None,None,None,True,None
LACTBL1,646262,18.216194,lactamase beta like 1,LACTBL1,ENSG00000215906,False,None
TEX46,729059,19.176697,testis expressed 46,TEX46,ENSG00000227868,False,None
KDM1A,23028,17.522974,lysine demethylase 1A,KDM1A,ENSG00000004487,False,None
AL031428.1,None,None,None,None,None,True,None
LUZP1,7798,17.604353,leucine zipper protein 1,LUZP1,ENSG00000169641,False,None
HTR1D,3352,17.694786,5-hydroxytryptamine receptor 1D,HTR1D,ENSG00000179546,False,None
LINC01355,ENSG00000261326,25.749828,long intergenic non-protein coding RNA 1355,LINC01355,ENSG00000261326,False,None
AL109936.6,None,None,None,None,None,True,None
HNRNPR,10236,17.937716,heterogeneous nuclear ribonucleoprotein R,HNRNPR,ENSG00000125944,False,"[{'gene': 'ENSG00000125944'}, {'gene': 'ENSG00000282958'}]"
ZNF436,80818,19.105621,zinc finger protein 436,ZNF436,ENSG00000125945,False,"[{'gene': 'ENSG00000125945'}, {'gene': 'ENSG00000283009'}]"
ZNF436-AS1,148898,27.063547,ZNF436 antisense RNA 1,ZNF436-AS1,ENSG00000283106,False,"[{'gene': 'ENSG00000283106'}, {'gene': 'ENSG00000249087'}]"
AL109936.2,None,None,None,None,None,True,None
TCEA3,6920,17.698984,transcription elongation factor A3,TCEA3,ENSG00000204219,False,"[{'gene': 'ENSG00000204219'}, {'gene': 'ENSG00000282941'}]"
ASAP3,55616,17.73996,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",ASAP3,ENSG00000282854,False,"[{'gene': 'ENSG00000282854'}, {'gene': 'ENSG00000088280'}]"
E2F2,1870,17.780163,E2F transcription factor 2,E2F2,ENSG00000007968,False,"[{'gene': 'ENSG00000007968'}, {'gene': 'ENSG00000282899'}]"
AL021154.1,None,None,None,None,None,True,None
ID3,3399,17.724606,inhibitor of DNA binding 3,ID3,ENSG00000283060,False,"[{'gene': 'ENSG00000283060'}, {'gene': 'ENSG00000117318'}]"
MDS2,259283,24.202356,myelodysplastic syndrome 2 translocation associated,MDS2,ENSG00000197880,False,None
RPL11,6135,16.619915,ribosomal protein L11,RPL11,ENSG00000142676,False,None
ELOA,6924,17.604353,elongin A,ELOA,ENSG00000011007,False,None
ELOA-AS1,100506963,27.063417,ELOA antisense RNA 1,ELOA-AS1,ENSG00000236810,False,None
PITHD1,57095,17.57913,PITH domain containing 1,PITHD1,ENSG00000057757,False,None
LYPLA2,11313,17.62733,lysophospholipase 2,LYPLA2,ENSG00000011009,False,None
GALE,2582,15.500909,UDP-galactose-4-epimerase,GALE,ENSG00000117308,False,None
HMGCL,3155,16.695648,3-hydroxy-3-methylglutaryl-CoA lyase,HMGCL,ENSG00000117305,False,None
FUCA1,2517,18.021301,alpha-L-fucosidase 1,FUCA1,ENSG00000179163,False,None
CNR2,1269,17.629679,cannabinoid receptor 2,CNR2,ENSG00000188822,False,None
AL590609.3,None,None,None,None,None,True,None
PNRC2,55629,17.626535,proline rich nuclear receptor coactivator 2,PNRC2,ENSG00000189266,False,None
SRSF10,10772,18.011383,serine and arginine rich splicing factor 10,SRSF10,ENSG00000188529,False,None
AL591178.1,None,None,None,None,None,True,None
MYOM3,127294,17.582512,myomesin 3,MYOM3,ENSG00000142661,False,None
AL591178.2,None,None,None,None,None,True,None
IL22RA1,58985,18.238068,interleukin 22 receptor subunit alpha 1,IL22RA1,ENSG00000142677,False,None
IFNLR1,163702,17.767267,interferon lambda receptor 1,IFNLR1,ENSG00000185436,False,None
AL590683.1,None,None,None,None,None,True,None
AL138902.1,None,None,None,None,None,True,None
GRHL3,57822,17.588385,grainyhead like transcription factor 3,GRHL3,ENSG00000158055,False,None
STPG1,90529,17.873405,sperm tail PG-rich repeat containing 1,STPG1,ENSG00000001460,False,None
NIPAL3,57185,17.606672,NIPA like domain containing 3,NIPAL3,ENSG00000001461,False,None
RCAN3,11123,17.652966,RCAN family member 3,RCAN3,ENSG00000117602,False,None
AL445686.2,None,None,None,None,None,True,None
NCMAP,400746,17.859873,non-compact myelin associated protein,NCMAP,ENSG00000184454,False,None
SRRM1,10250,17.561039,serine and arginine repetitive matrix 1,SRRM1,ENSG00000133226,False,None
AL445648.1,None,None,None,None,None,True,None
CLIC4,25932,17.558792,chloride intracellular channel 4,CLIC4,ENSG00000169504,False,None
RUNX3,864,17.61871,RUNX family transcription factor 3,RUNX3,ENSG00000020633,False,None
AL445471.1,None,None,None,None,None,True,None
AL445471.2,None,None,None,None,None,True,None
AL050344.1,None,None,None,None,None,True,None
AL031432.1,None,None,None,None,None,True,None
SYF2,25949,17.508135,SYF2 pre-mRNA splicing factor,SYF2,ENSG00000117614,False,None
AL031432.5,None,None,None,None,None,True,None
RSRP1,57035,17.699429,arginine and serine rich protein 1,RSRP1,ENSG00000117616,False,None
AL031432.3,None,None,None,None,None,True,None
RHD,6007,19.232748,Rh blood group D antigen,RHD,ENSG00000187010,False,None
TMEM50A,23585,17.595263,transmembrane protein 50A,TMEM50A,ENSG00000183726,False,None
RHCE,6006,19.200178,Rh blood group CcEe antigens,RHCE,ENSG00000188672,False,None
MACO1,55219,18.120941,macoilin 1,MACO1,ENSG00000204178,False,None
LDLRAP1,26119,18.183254,low density lipoprotein receptor adaptor protein 1,LDLRAP1,ENSG00000157978,False,None
AL606491.1,None,None,None,None,None,True,None
MAN1C1,57134,18.120104,mannosidase alpha class 1C member 1,MAN1C1,ENSG00000117643,False,None
AL031280.1,None,None,None,None,None,True,None
SELENON,57190,17.620607,selenoprotein N,SELENON,ENSG00000162430,False,None
AL020996.2,None,None,None,None,None,True,None
AL020996.1,None,None,None,None,None,True,None
MTFR1L,56181,17.570057,mitochondrial fission regulator 1 like,MTFR1L,ENSG00000117640,False,None
AL020996.3,None,None,None,None,None,True,None
AUNIP,79000,18.523067,aurora kinase A and ninein interacting protein,AUNIP,ENSG00000127423,False,None
AL033528.2,None,None,None,None,None,True,None
PAQR7,164091,18.338785,progestin and adipoQ receptor family member 7,PAQR7,ENSG00000182749,False,None
STMN1,3925,18.196775,stathmin 1,STMN1,ENSG00000117632,False,None
PAFAH2,5051,18.276907,platelet activating factor acetylhydrolase 2,PAFAH2,ENSG00000158006,False,None
EXTL1,2134,18.399649,exostosin like glycosyltransferase 1,EXTL1,ENSG00000158008,False,None
