query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
HNRNPCL4,649330,25.043629,heterogeneous nuclear ribonucleoprotein C like 3,HNRNPCL3,,649330,,"[{'gene': 'ENSG00000282559'}, {'gene': 'ENSG00000277058'}, {'gene': 'ENSG00000283292'}]"
PRAMEF9,343070,26.271759,PRAME family member 9,PRAMEF9,,343070,,"[{'gene': 'ENSG00000281573'}, {'gene': 'ENSG00000283139'}, {'gene': 'ENSG00000282298'}, {'gene': 'ENSG00000204505'}]"
PRAMEF13,400736,27.063105,PRAME family member 13,PRAMEF13,,400736,,"[{'gene': 'ENSG00000279169'}, {'gene': 'ENSG00000282741'}]"
PRAMEF18,391003,26.27205,PRAME family member 18,PRAMEF18,,391003,,"[{'gene': 'ENSG00000292418'}, {'gene': 'ENSG00000282212'}, {'gene': 'ENSG00000279804'}, {'gene': 'ENSG00000277853'}]"
PRAMEF5,343068,26.27205,PRAME family member 5,PRAMEF5,,343068,,"[{'gene': 'ENSG00000283150'}, {'gene': 'ENSG00000276420'}, {'gene': 'ENSG00000270601'}, {'gene': 'ENSG00000282424'}]"
PRAMEF8,391002,24.787115,PRAME family member 8,PRAMEF8,,391002,,"[{'gene': 'ENSG00000282583'}, {'gene': 'ENSG00000182330'}, {'gene': 'ENSG00000278021'}, {'gene': 'ENSG00000283387'}]"
PRAMEF33,645382,27.065735,PRAME family member 33,PRAMEF33,,645382,,"[{'gene': 'ENSG00000283488'}, {'gene': 'ENSG00000276370'}, {'gene': 'ENSG00000237700'}, {'gene': 'ENSG00000282125'}]"
PRAMEF15,653619,27.063152,PRAME family member 15,PRAMEF15,ENSG00000204501,653619,,
AC243961.1,,,,,,,True,
PRAMEF14,729528,24.790995,PRAME family member 14,PRAMEF14,ENSG00000204481,729528,,
PRAMEF19,645414,25.357092,PRAME family member 19,PRAMEF19,ENSG00000204480,645414,,
PRAMEF17,391004,24.371302,PRAME family member 17,PRAMEF17,ENSG00000204479,391004,,
PRAMEF20,645425,23.169302,PRAME family member 20,PRAMEF20,ENSG00000204478,645425,,
LRRC38,126755,18.259058,leucine rich repeat containing 38,LRRC38,ENSG00000162494,126755,,
AL354712.1,,,,,,,True,
PDPN,10630,18.349966,podoplanin,PDPN,ENSG00000162493,10630,,
AL359771.1,,,,,,,True,
PRDM2,7799,18.190502,PR/SET domain 2,PRDM2,ENSG00000116731,7799,,
KAZN,23254,18.290419,"kazrin, periplakin interacting protein",KAZN,ENSG00000189337,23254,,
AL357873.1,,,,,,,True,
KAZN-AS1,105376762,27.065735,KAZN antisense RNA 1,KAZN-AS1,ENSG00000234593,105376762,,
TMEM51-AS1,200197,27.065735,TMEM51 antisense RNA 1,TMEM51-AS1,ENSG00000175147,200197,,
TMEM51,55092,18.233418,transmembrane protein 51,TMEM51,ENSG00000171729,55092,,
C1orf195,727684,24.222546,TMEM51 antisense RNA 2,TMEM51-AS2,ENSG00000204464,727684,,
FHAD1,114827,18.107088,forkhead associated phosphopeptide binding domain 1,FHAD1,ENSG00000142621,114827,,
AL031283.2,,,,,,,True,
AL031283.3,,,,,,,True,
AL031283.1,,,,,,,True,
EFHD2,79180,17.840801,EF-hand domain family member D2,EFHD2,ENSG00000142634,79180,,
CTRC,11330,19.123957,chymotrypsin C,CTRC,ENSG00000162438,11330,,
CELA2A,63036,22.074106,chymotrypsin like elastase 2A,CELA2A,ENSG00000142615,63036,,
CELA2B,51032,23.77671,chymotrypsin like elastase 2B,CELA2B,ENSG00000215704,51032,,
CASP9,842,17.61871,caspase 9,CASP9,ENSG00000132906,842,,
DNAJC16,23341,17.707218,DnaJ heat shock protein family (Hsp40) member C16,DNAJC16,ENSG00000116138,23341,,
AL121992.3,,,,,,,True,
AGMAT,79814,17.600159,agmatinase (putative),AGMAT,ENSG00000116771,79814,,
AL121992.1,,,,,,,True,
DDI2,84301,18.111164,DNA damage inducible 1 homolog 2,DDI2,ENSG00000197312,84301,,
RSC1A1,6248,20.093681,regulator of solute carriers 1,RSC1A1,ENSG00000215695,6248,,
AL121992.2,,,,,,,True,
PLEKHM2,23207,17.556236,pleckstrin homology and RUN domain containing M2,PLEKHM2,ENSG00000116786,23207,,
AL450998.3,,,,,,,True,
SLC25A34,284723,17.742062,solute carrier family 25 member 34,SLC25A34,ENSG00000162461,284723,,
SLC25A34-AS1,110806303,27.063105,SLC25A34 and TMEM82 antisense RNA 1,SLC25A34-AS1,ENSG00000224459,110806303,,
TMEM82,388595,17.548618,transmembrane protein 82,TMEM82,ENSG00000162460,388595,,
FBLIM1,54751,17.659794,filamin binding LIM protein 1,FBLIM1,ENSG00000162458,54751,,
UQCRHL,440567,25.749828,ubiquinol-cytochrome c reductase hinge protein like,UQCRHL,ENSG00000233954,440567,,
AL450998.2,,,,,,,True,
SPEN,64783,21.09183,RNA binding motif protein 15,RBM15,ENSG00000162775,64783,,
SPEN,23013,17.54984,spen family transcriptional repressor,SPEN,ENSG00000065526,23013,,
ZBTB17,7709,17.570482,zinc finger and BTB domain containing 17,ZBTB17,ENSG00000116809,7709,,
SRARP,149563,19.124002,steroid receptor associated and regulated protein,SRARP,ENSG00000183888,149563,,
AL355994.3,,,,,,,True,
HSPB7,27129,17.496866,heat shock protein family B (small) member 7,HSPB7,ENSG00000173641,27129,,
CLCNKA,1187,19.859262,chloride voltage-gated channel Ka,CLCNKA,ENSG00000186510,1187,,
CLCNKB,1188,21.70783,chloride voltage-gated channel Kb,CLCNKB,ENSG00000184908,1188,,
FAM131C,348487,17.950071,family with sequence similarity 131 member C,FAM131C,ENSG00000185519,348487,,
EPHA2,1969,17.360254,EPH receptor A2,EPHA2,ENSG00000142627,1969,,
AL451042.2,,,,,,,True,
AL451042.1,,,,,,,True,
ARHGEF19-AS1,ENSG00000234166,26.271759,ARHGEF19 antisense RNA 1,ARHGEF19-AS1,ENSG00000234166,,,
ARHGEF19-AS1,ENSG00000291378,26.271759,ARHGEF19 antisense RNA 1,ARHGEF19-AS1,ENSG00000291378,,,
ARHGEF19,128272,18.048761,Rho guanine nucleotide exchange factor 19,ARHGEF19,,128272,,"[{'gene': 'ENSG00000142632'}, {'gene': 'ENSG00000291381'}]"
CPLANE2,79363,17.658878,ciliogenesis and planar polarity effector complex subunit 2,CPLANE2,,79363,,"[{'gene': 'ENSG00000132881'}, {'gene': 'ENSG00000291382'}]"
FBXO42,54455,17.506723,F-box protein 42,FBXO42,,54455,,"[{'gene': 'ENSG00000291375'}, {'gene': 'ENSG00000037637'}]"
SZRD1,26099,17.573399,SUZ RNA binding domain containing 1,SZRD1,,26099,,"[{'gene': 'ENSG00000055070'}, {'gene': 'ENSG00000291379'}]"
SPATA21,374955,19.183073,spermatogenesis associated 21,SPATA21,,374955,,"[{'gene': 'ENSG00000291401'}, {'gene': 'ENSG00000187144'}]"
NECAP2,55707,17.634666,NECAP endocytosis associated 2,NECAP2,,55707,,"[{'gene': 'ENSG00000291380'}, {'gene': 'ENSG00000157191'}]"
LINC01772,107984921,27.063152,long intergenic non-protein coding RNA 1772,LINC01772,,107984921,,"[{'gene': 'ENSG00000291388'}, {'gene': 'ENSG00000226029'}]"
AL137802.2,,,,,,,True,
AL137802.1,,,,,,,True,
LINC01783,100132147,27.063417,long intergenic non-protein coding RNA 1783,LINC01783,,100132147,,"[{'gene': 'ENSG00000291392'}, {'gene': 'ENSG00000233421'}]"
NBPF1,55672,24.790258,NBPF member 1,NBPF1,,55672,,"[{'gene': 'ENSG00000292225'}, {'gene': 'ENSG00000219481'}]"
AL137798.1,,,,,,,True,
AL137798.2,,,,,,,True,
AL021920.1,,,,,,,True,
AL021920.3,,,,,,,True,
CROCC,9696,18.186708,"ciliary rootlet coiled-coil, rootletin",CROCC,ENSG00000058453,9696,,
BX284668.1,,,,,,,True,
BX284668.2,,,,,,,True,
BX284668.5,,,,,,,True,
BX284668.6,,,,,,,True,
MFAP2,4237,17.613758,microfibril associated protein 2,MFAP2,ENSG00000117122,4237,,
AL049569.1,,,,,,,True,
ATP13A2,23400,17.604086,ATPase cation transporting 13A2,ATP13A2,ENSG00000159363,23400,,
SDHB,6390,17.026125,succinate dehydrogenase complex iron sulfur subunit B,SDHB,ENSG00000117118,6390,,
PADI2,11240,18.066654,peptidyl arginine deiminase 2,PADI2,,11240,,"[{'gene': 'ENSG00000117115'}, {'gene': 'ENSG00000291387'}]"
AL590644.1,,,,,,,True,
AL590644.3,,,,,,,True,
PADI1,29943,19.30954,peptidyl arginine deiminase 1,PADI1,,29943,,"[{'gene': 'ENSG00000281459'}, {'gene': 'ENSG00000142623'}]"
PADI3,51702,19.282045,peptidyl arginine deiminase 3,PADI3,,51702,,"[{'gene': 'ENSG00000142619'}, {'gene': 'ENSG00000280549'}]"
PADI4,23569,19.34953,peptidyl arginine deiminase 4,PADI4,,23569,,"[{'gene': 'ENSG00000280908'}, {'gene': 'ENSG00000159339'}]"
PADI6,353238,19.21932,peptidyl arginine deiminase 6,PADI6,,353238,,"[{'gene': 'ENSG00000280949'}, {'gene': 'ENSG00000276747'}]"
AC004824.1,,,,,,,True,
RCC2,55920,17.626535,regulator of chromosome condensation 2,RCC2,,55920,,"[{'gene': 'ENSG00000179051'}, {'gene': 'ENSG00000281540'}]"
ARHGEF10L,55160,18.200174,Rho guanine nucleotide exchange factor 10 like,ARHGEF10L,ENSG00000074964,55160,,
AL136529.1,,,,,,,True,
ACTL8,81569,19.206533,actin like 8,ACTL8,ENSG00000117148,81569,,
AL357509.1,,,,,,,True,
LINC01654,101927876,27.062708,long intergenic non-protein coding RNA 1654,LINC01654,ENSG00000261781,101927876,,
IGSF21,84966,18.203762,immunoglobin superfamily member 21,IGSF21,ENSG00000117154,84966,,
IGSF21-AS1,ENSG00000230035,26.271315,IGSF21 antisense RNA 1,IGSF21-AS1,ENSG00000230035,,,
IGSF21-AS1,105376814,26.271315,IGSF21 antisense RNA 1,IGSF21-AS1,,105376814,,
AL591896.1,,,,,,,True,
KLHDC7A,127707,17.667747,kelch domain containing 7A,KLHDC7A,ENSG00000179023,127707,,
PAX7,5081,18.224607,paired box 7,PAX7,ENSG00000009709,5081,,
TAS1R2,80834,18.719025,taste 1 receptor member 2,TAS1R2,ENSG00000179002,80834,,
AL080251.1,,,,,,,True,
ALDH4A1,8659,17.598585,aldehyde dehydrogenase 4 family member A1,ALDH4A1,ENSG00000159423,8659,,
IFFO2,126917,18.214005,intermediate filament family orphan 2,IFFO2,ENSG00000169991,126917,,
UBR4,23352,17.604483,ubiquitin protein ligase E3 component n-recognin 4,UBR4,ENSG00000127481,23352,,
AL035413.1,,,,,,,True,
EMC1,23065,17.521519,ER membrane protein complex subunit 1,EMC1,ENSG00000127463,23065,,
MRTO4,51154,17.604774,"MRT4 homolog, ribosome maturation factor",MRTO4,ENSG00000053372,51154,,
AKR7A3,22977,19.213047,aldo-keto reductase family 7 member A3,AKR7A3,ENSG00000162482,22977,,
AKR7A2,8574,19.327852,aldo-keto reductase family 7 member A2,AKR7A2,ENSG00000053371,8574,,
PQLC2,54896,16.613272,solute carrier family 66 member 1,SLC66A1,ENSG00000040487,54896,,
CAPZB,832,17.525608,capping actin protein of muscle Z-line subunit beta,CAPZB,ENSG00000077549,832,,
AL031727.2,,,,,,,True,
MINOS1,440574,16.862432,mitochondrial contact site and cristae organizing system subunit 10,MICOS10,ENSG00000173436,440574,,
NBL1,100532736,20.138813,MICOS10-NBL1 readthrough,MICOS10-NBL1,,100532736,,
NBL1,4681,17.889717,"NBL1, DAN family BMP antagonist",NBL1,ENSG00000158747,4681,,
MINOS1-NBL1,100532736,25.044989,MICOS10-NBL1 readthrough,MICOS10-NBL1,,100532736,,
HTR6,3362,17.664604,5-hydroxytryptamine receptor 6,HTR6,ENSG00000158748,3362,,
TMCO4,255104,17.597433,transmembrane and coiled-coil domains 4,TMCO4,ENSG00000162542,255104,,
RNF186,54546,18.248642,ring finger protein 186,RNF186,ENSG00000178828,54546,,
AL391883.1,,,,,,,True,
OTUD3,23252,17.611303,OTU deubiquitinase 3,OTUD3,ENSG00000169914,23252,,
PLA2G2E,30814,19.30735,phospholipase A2 group IIE,PLA2G2E,ENSG00000188784,30814,,
PLA2G2A,5320,20.037815,phospholipase A2 group IIA,PLA2G2A,ENSG00000188257,5320,,
PLA2G5,5322,19.232483,phospholipase A2 group V,PLA2G5,ENSG00000127472,5322,,
PLA2G2D,26279,19.373247,phospholipase A2 group IID,PLA2G2D,ENSG00000117215,26279,,
PLA2G2F,64600,19.081005,phospholipase A2 group IIF,PLA2G2F,ENSG00000158786,64600,,
Z98257.1,,,,,,,True,
PLA2G2C,391013,19.142555,phospholipase A2 group IIC,PLA2G2C,ENSG00000187980,391013,,
UBXN10-AS1,391013,25.047367,phospholipase A2 group IIC,PLA2G2C,ENSG00000187980,391013,,
UBXN10,127733,17.595158,UBX domain protein 10,UBXN10,ENSG00000162543,127733,,
LINC01757,105376827,27.063152,long intergenic non-protein coding RNA 1757,LINC01757,ENSG00000228105,105376827,,
Z98257.2,,,,,,,True,
VWA5B1,127731,17.629282,von Willebrand factor A domain containing 5B1,VWA5B1,ENSG00000158816,127731,,
AL020998.1,,,,,,,True,
LINC01141,ENSG00000236963,26.273949,long intergenic non-protein coding RNA 1141,LINC01141,ENSG00000236963,,,
LINC01141,339505,26.273949,long intergenic non-protein coding RNA 1141,LINC01141,,339505,,
AL139254.1,,,,,,,True,
AL139254.2,,,,,,,True,
AL139254.3,,,,,,,True,
CAMK2N1,55450,17.901716,calcium/calmodulin dependent protein kinase II inhibitor 1,CAMK2N1,ENSG00000162545,55450,,
MUL1,79594,17.653408,mitochondrial E3 ubiquitin protein ligase 1,MUL1,ENSG00000090432,79594,,
FAM43B,163933,17.696972,family with sequence similarity 43 member B,FAM43B,ENSG00000183114,163933,,
CDA,978,18.163326,cytidine deaminase,CDA,ENSG00000158825,978,,
PINK1,65018,17.64345,PTEN induced kinase 1,PINK1,ENSG00000158828,65018,,
PINK1-AS,100861548,27.06384,PINK1 antisense RNA,PINK1-AS,ENSG00000117242,100861548,,
DDOST,1650,17.604774,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,DDOST,ENSG00000244038,1650,,
KIF17,57576,17.684902,kinesin family member 17,KIF17,ENSG00000117245,57576,,
SH2D5,400745,17.724161,SH2 domain containing 5,SH2D5,ENSG00000189410,400745,,
AL663074.1,,,,,,,True,
HP1BP3,50809,17.57245,heterochromatin protein 1 binding protein 3,HP1BP3,ENSG00000127483,50809,,
EIF4G3,8672,18.094906,eukaryotic translation initiation factor 4 gamma 3,EIF4G3,ENSG00000075151,8672,,
ECE1,1889,17.567484,endothelin converting enzyme 1,ECE1,ENSG00000117298,1889,,
AL031005.1,,,,,,,True,
AL031728.1,,,,,,,True,
AL592309.2,,,,,,,True,
NBPF3,84224,26.271631,NBPF member 3,NBPF3,ENSG00000142794,84224,,
ALPL,249,17.65129,"alkaline phosphatase, biomineralization associated",ALPL,ENSG00000162551,249,,
AL359815.1,,,,,,,True,
RAP1GAP,5909,18.01742,RAP1 GTPase activating protein,RAP1GAP,ENSG00000076864,5909,,
USP48,84196,17.57795,ubiquitin specific peptidase 48,USP48,ENSG00000090686,84196,,
LDLRAD2,401944,18.05105,low density lipoprotein receptor class A domain containing 2,LDLRAD2,ENSG00000187942,401944,,
HSPG2,3339,17.643845,heparan sulfate proteoglycan 2,HSPG2,ENSG00000142798,3339,,
CELA3B,23436,19.690958,chymotrypsin like elastase 3B,CELA3B,ENSG00000219073,23436,,
CELA3A,10136,23.346771,chymotrypsin like elastase 3A,CELA3A,ENSG00000142789,10136,,
LINC01635,101928043,27.06384,long intergenic non-protein coding RNA 1635,LINC01635,ENSG00000228397,101928043,,
CDC42,998,17.514677,cell division cycle 42,CDC42,ENSG00000070831,998,,
AL031281.2,,,,,,,True,
WNT4,54361,17.606672,Wnt family member 4,WNT4,ENSG00000162552,54361,,
ZBTB40,9923,17.742483,zinc finger and BTB domain containing 40,ZBTB40,ENSG00000184677,9923,,
EPHA8,2046,16.819202,EPH receptor A8,EPHA8,ENSG00000070886,2046,,
C1QA,712,18.08187,complement C1q A chain,C1QA,ENSG00000173372,712,,
C1QC,714,18.176645,complement C1q C chain,C1QC,ENSG00000159189,714,,
C1QB,713,17.963915,complement C1q B chain,C1QB,ENSG00000173369,713,,
EPHB2,2048,17.374857,EPH receptor B2,EPHB2,ENSG00000133216,2048,,
AL512444.1,,,,,,,True,
LACTBL1,646262,18.216194,lactamase beta like 1,LACTBL1,ENSG00000215906,646262,,
TEX46,729059,19.174797,testis expressed 46,TEX46,ENSG00000227868,729059,,
KDM1A,23028,17.527681,lysine demethylase 1A,KDM1A,ENSG00000004487,23028,,
AL031428.1,,,,,,,True,
LUZP1,7798,17.60217,leucine zipper protein 1,LUZP1,ENSG00000169641,7798,,
HTR1D,3352,17.687185,5-hydroxytryptamine receptor 1D,HTR1D,ENSG00000179546,3352,,
LINC01355,ENSG00000261326,25.749828,long intergenic non-protein coding RNA 1355,LINC01355,ENSG00000261326,,,
LINC01355,ENSG00000283124,25.749828,long intergenic non-protein coding RNA 1355,LINC01355,ENSG00000283124,,,
LINC01355,100996511,25.749828,long intergenic non-protein coding RNA 1355,LINC01355,,100996511,,
AL109936.6,,,,,,,True,
HNRNPR,10236,17.938425,heterogeneous nuclear ribonucleoprotein R,HNRNPR,,10236,,"[{'gene': 'ENSG00000125944'}, {'gene': 'ENSG00000282958'}]"
ZNF436,80818,19.118116,zinc finger protein 436,ZNF436,,80818,,"[{'gene': 'ENSG00000125945'}, {'gene': 'ENSG00000283009'}]"
ZNF436-AS1,148898,27.06384,ZNF436 antisense RNA 1,ZNF436-AS1,,148898,,"[{'gene': 'ENSG00000283106'}, {'gene': 'ENSG00000249087'}]"
AL109936.2,,,,,,,True,
TCEA3,6920,17.699825,transcription elongation factor A3,TCEA3,,6920,,"[{'gene': 'ENSG00000204219'}, {'gene': 'ENSG00000282941'}]"
ASAP3,55616,17.73379,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",ASAP3,,55616,,"[{'gene': 'ENSG00000282854'}, {'gene': 'ENSG00000088280'}]"
E2F2,1870,17.77972,E2F transcription factor 2,E2F2,,1870,,"[{'gene': 'ENSG00000007968'}, {'gene': 'ENSG00000282899'}]"
AL021154.1,,,,,,,True,
ID3,3399,17.722403,inhibitor of DNA binding 3,ID3,,3399,,"[{'gene': 'ENSG00000283060'}, {'gene': 'ENSG00000117318'}]"
MDS2,259283,24.204678,myelodysplastic syndrome 2 translocation associated,MDS2,ENSG00000197880,259283,,
RPL11,6135,16.623331,ribosomal protein L11,RPL11,ENSG00000142676,6135,,
ELOA,6924,17.604774,elongin A,ELOA,ENSG00000011007,6924,,
ELOA-AS1,100506963,27.063105,ELOA antisense RNA 1,ELOA-AS1,ENSG00000236810,100506963,,
PITHD1,57095,17.578815,PITH domain containing 1,PITHD1,ENSG00000057757,57095,,
LYPLA2,11313,17.62733,lysophospholipase 2,LYPLA2,ENSG00000011009,11313,,
GALE,2582,15.500558,UDP-galactose-4-epimerase,GALE,ENSG00000117308,2582,,
HMGCL,3155,16.676033,3-hydroxy-3-methylglutaryl-CoA lyase,HMGCL,ENSG00000117305,3155,,
FUCA1,2517,18.021301,alpha-L-fucosidase 1,FUCA1,ENSG00000179163,2517,,
CNR2,56142,22.08152,protocadherin alpha 6,PCDHA6,,56142,,"[{'gene': 'ENSG00000291654'}, {'gene': 'ENSG00000081842'}]"
CNR2,1269,17.629965,cannabinoid receptor 2,CNR2,ENSG00000188822,1269,,
AL590609.3,,,,,,,True,
PNRC2,55629,17.629282,proline rich nuclear receptor coactivator 2,PNRC2,ENSG00000189266,55629,,
SRSF10,10772,18.014132,serine and arginine rich splicing factor 10,SRSF10,ENSG00000188529,10772,,
AL591178.1,,,,,,,True,
MYOM3,127294,17.585701,myomesin 3,MYOM3,ENSG00000142661,127294,,
AL591178.2,,,,,,,True,
IL22RA1,58985,18.237774,interleukin 22 receptor subunit alpha 1,IL22RA1,ENSG00000142677,58985,,
IFNLR1,163702,17.775682,interferon lambda receptor 1,IFNLR1,ENSG00000185436,163702,,
AL590683.1,,,,,,,True,
AL138902.1,,,,,,,True,
GRHL3,57822,17.587988,grainyhead like transcription factor 3,GRHL3,ENSG00000158055,57822,,
STPG1,90529,17.873129,sperm tail PG-rich repeat containing 1,STPG1,ENSG00000001460,90529,,
NIPAL3,57185,17.604353,NIPA like domain containing 3,NIPAL3,ENSG00000001461,57185,,
RCAN3,11123,17.653807,RCAN family member 3,RCAN3,ENSG00000117602,11123,,
AL445686.2,,,,,,,True,
NCMAP,400746,17.856684,non-compact myelin associated protein,NCMAP,ENSG00000184454,400746,,
SRRM1,10250,17.557583,serine and arginine repetitive matrix 1,SRRM1,ENSG00000133226,10250,,
AL445648.1,,,,,,,True,
CLIC4,25932,17.557583,chloride intracellular channel 4,CLIC4,ENSG00000169504,25932,,
RUNX3,864,17.612497,RUNX family transcription factor 3,RUNX3,ENSG00000020633,864,,
AL445471.1,,,,,,,True,
AL445471.2,,,,,,,True,
AL050344.1,,,,,,,True,
AL031432.1,,,,,,,True,
SYF2,25949,17.5125,SYF2 pre-mRNA splicing factor,SYF2,ENSG00000117614,25949,,
AL031432.5,,,,,,,True,
RSRP1,57035,17.699694,arginine and serine rich protein 1,RSRP1,ENSG00000117616,57035,,
AL031432.3,,,,,,,True,
RHD,6007,19.225842,Rh blood group D antigen,RHD,ENSG00000187010,6007,,
TMEM50A,23585,17.595263,transmembrane protein 50A,TMEM50A,ENSG00000183726,23585,,
RHCE,6006,19.200178,Rh blood group CcEe antigens,RHCE,ENSG00000188672,6006,,
MACO1,55219,18.120104,macoilin 1,MACO1,ENSG00000204178,55219,,
LDLRAP1,26119,18.186708,low density lipoprotein receptor adaptor protein 1,LDLRAP1,ENSG00000157978,26119,,
AL606491.1,,,,,,,True,
MAN1C1,57134,18.119911,mannosidase alpha class 1C member 1,MAN1C1,ENSG00000117643,57134,,
AL031280.1,,,,,,,True,
SELENON,57190,17.61564,selenoprotein N,SELENON,ENSG00000162430,57190,,
AL020996.2,,,,,,,True,
AL020996.1,,,,,,,True,
MTFR1L,56181,17.570057,mitochondrial fission regulator 1 like,MTFR1L,ENSG00000117640,56181,,
AL020996.3,,,,,,,True,
AUNIP,79000,18.523462,aurora kinase A and ninein interacting protein,AUNIP,ENSG00000127423,79000,,
AL033528.2,,,,,,,True,
PAQR7,164091,18.339079,progestin and adipoQ receptor family member 7,PAQR7,ENSG00000182749,164091,,
STMN1,3925,18.200361,stathmin 1,STMN1,ENSG00000117632,3925,,
PAFAH2,5051,18.282686,platelet activating factor acetylhydrolase 2,PAFAH2,ENSG00000158006,5051,,
EXTL1,2134,18.401546,exostosin like glycosyltransferase 1,EXTL1,ENSG00000158008,2134,,
SLC30A2,7780,17.581093,solute carrier family 30 member 2,SLC30A2,ENSG00000158014,7780,,
TRIM63,84676,18.22392,tripartite motif containing 63,TRIM63,ENSG00000158022,84676,,
PDIK1L,149420,17.655798,PDLIM1 interacting kinase 1 like,PDIK1L,ENSG00000175087,149420,,
FAM110D,79927,17.801289,family with sequence similarity 110 member D,FAM110D,ENSG00000197245,79927,,
C1orf232,110806296,22.115292,chromosome 1 open reading frame 230,C1orf232,ENSG00000282872,110806296,,
AL391650.1,,,,,,,True,
ZNF593,51042,17.631636,zinc finger protein 593,ZNF593,ENSG00000142684,51042,,
CNKSR1,10256,17.63911,connector enhancer of kinase suppressor of Ras 1,CNKSR1,ENSG00000142675,10256,,
CATSPER4,378807,18.807632,cation channel sperm associated 4,CATSPER4,ENSG00000188782,378807,,
CEP85,64793,17.611727,centrosomal protein 85,CEP85,ENSG00000130695,64793,,
SH3BGRL3,83442,17.625723,SH3 domain binding glutamate rich protein like 3,SH3BGRL3,ENSG00000142669,83442,,
UBXN11,91544,17.602057,UBX domain protein 11,UBXN11,ENSG00000158062,91544,,
CD52,1043,20.512075,CD52 molecule,CD52,ENSG00000169442,1043,,
CRYBG2,55057,17.906553,crystallin beta-gamma domain containing 2,CRYBG2,ENSG00000176092,55057,,
ZNF683,257101,18.911655,zinc finger protein 683,ZNF683,ENSG00000176083,257101,,
LIN28A,79727,18.110456,lin-28 homolog A,LIN28A,ENSG00000131914,79727,,
DHDDS,79947,17.533983,dehydrodolichyl diphosphate synthase subunit,DHDDS,ENSG00000117682,79947,,
