query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
PRAMEF18,391003,26.27205,PRAME family member 18,PRAMEF18,ENSG00000292418,391003,False,"[{'gene': 'ENSG00000292418'}, {'gene': 'ENSG00000282212'}, {'gene': 'ENSG00000279804'}, {'gene': 'ENSG00000277853'}]"
PRAMEF5,343068,26.27205,PRAME family member 5,PRAMEF5,ENSG00000283150,343068,False,"[{'gene': 'ENSG00000283150'}, {'gene': 'ENSG00000276420'}, {'gene': 'ENSG00000270601'}, {'gene': 'ENSG00000282424'}]"
PRAMEF8,391002,24.787115,PRAME family member 8,PRAMEF8,ENSG00000282583,391002,False,"[{'gene': 'ENSG00000282583'}, {'gene': 'ENSG00000182330'}, {'gene': 'ENSG00000278021'}, {'gene': 'ENSG00000283387'}]"
PRAMEF33,645382,27.065735,PRAME family member 33,PRAMEF33,ENSG00000283488,645382,False,"[{'gene': 'ENSG00000283488'}, {'gene': 'ENSG00000276370'}, {'gene': 'ENSG00000237700'}, {'gene': 'ENSG00000282125'}]"
PRAMEF15,653619,27.063152,PRAME family member 15,PRAMEF15,ENSG00000204501,653619,False,None
AC243961.1,None,None,None,None,None,None,True,None
PRAMEF14,729528,24.790995,PRAME family member 14,PRAMEF14,ENSG00000204481,729528,False,None
PRAMEF19,645414,25.357092,PRAME family member 19,PRAMEF19,ENSG00000204480,645414,False,None
PRAMEF17,391004,24.371302,PRAME family member 17,PRAMEF17,ENSG00000204479,391004,False,None
PRAMEF20,645425,23.169302,PRAME family member 20,PRAMEF20,ENSG00000204478,645425,False,None
LRRC38,126755,18.259058,leucine rich repeat containing 38,LRRC38,ENSG00000162494,126755,False,None
AL354712.1,None,None,None,None,None,None,True,None
PDPN,10630,18.349966,podoplanin,PDPN,ENSG00000162493,10630,False,None
AL359771.1,None,None,None,None,None,None,True,None
PRDM2,7799,18.190502,PR/SET domain 2,PRDM2,ENSG00000116731,7799,False,None
KAZN,23254,18.290419,"kazrin, periplakin interacting protein",KAZN,ENSG00000189337,23254,False,None
AL357873.1,None,None,None,None,None,None,True,None
KAZN-AS1,105376762,27.065735,KAZN antisense RNA 1,KAZN-AS1,ENSG00000234593,105376762,False,None
TMEM51-AS1,200197,27.065735,TMEM51 antisense RNA 1,TMEM51-AS1,ENSG00000175147,200197,False,None
TMEM51,55092,18.233418,transmembrane protein 51,TMEM51,ENSG00000171729,55092,False,None
C1orf195,727684,24.222546,TMEM51 antisense RNA 2,TMEM51-AS2,ENSG00000204464,727684,False,None
FHAD1,114827,18.107088,forkhead associated phosphopeptide binding domain 1,FHAD1,ENSG00000142621,114827,False,None
AL031283.2,None,None,None,None,None,None,True,None
AL031283.3,None,None,None,None,None,None,True,None
AL031283.1,None,None,None,None,None,None,True,None
EFHD2,79180,17.840801,EF-hand domain family member D2,EFHD2,ENSG00000142634,79180,False,None
CTRC,11330,19.123957,chymotrypsin C,CTRC,ENSG00000162438,11330,False,None
CELA2A,63036,22.074106,chymotrypsin like elastase 2A,CELA2A,ENSG00000142615,63036,False,None
CELA2B,51032,23.77671,chymotrypsin like elastase 2B,CELA2B,ENSG00000215704,51032,False,None
CASP9,842,17.61871,caspase 9,CASP9,ENSG00000132906,842,False,None
DNAJC16,23341,17.707218,DnaJ heat shock protein family (Hsp40) member C16,DNAJC16,ENSG00000116138,23341,False,None
AL121992.3,None,None,None,None,None,None,True,None
AGMAT,79814,17.600159,agmatinase (putative),AGMAT,ENSG00000116771,79814,False,None
AL121992.1,None,None,None,None,None,None,True,None
DDI2,84301,18.111164,DNA damage inducible 1 homolog 2,DDI2,ENSG00000197312,84301,False,None
RSC1A1,6248,20.093681,regulator of solute carriers 1,RSC1A1,ENSG00000215695,6248,False,None
AL121992.2,None,None,None,None,None,None,True,None
PLEKHM2,23207,17.556236,pleckstrin homology and RUN domain containing M2,PLEKHM2,ENSG00000116786,23207,False,None
AL450998.3,None,None,None,None,None,None,True,None
SLC25A34,284723,17.742062,solute carrier family 25 member 34,SLC25A34,ENSG00000162461,284723,False,None
SLC25A34-AS1,110806303,27.063105,SLC25A34 and TMEM82 antisense RNA 1,SLC25A34-AS1,ENSG00000224459,110806303,False,None
TMEM82,388595,17.548618,transmembrane protein 82,TMEM82,ENSG00000162460,388595,False,None
FBLIM1,54751,17.659794,filamin binding LIM protein 1,FBLIM1,ENSG00000162458,54751,False,None
UQCRHL,440567,25.749828,ubiquinol-cytochrome c reductase hinge protein like,UQCRHL,ENSG00000233954,440567,False,None
AL450998.2,None,None,None,None,None,None,True,None
SPEN,64783,21.09183,RNA binding motif protein 15,RBM15,ENSG00000162775,64783,False,None
ZBTB17,7709,17.570482,zinc finger and BTB domain containing 17,ZBTB17,ENSG00000116809,7709,False,None
SRARP,149563,19.124002,steroid receptor associated and regulated protein,SRARP,ENSG00000183888,149563,False,None
AL355994.3,None,None,None,None,None,None,True,None
HSPB7,27129,17.496866,heat shock protein family B (small) member 7,HSPB7,ENSG00000173641,27129,False,None
CLCNKA,1187,19.859262,chloride voltage-gated channel Ka,CLCNKA,ENSG00000186510,1187,False,None
CLCNKB,1188,21.70783,chloride voltage-gated channel Kb,CLCNKB,ENSG00000184908,1188,False,None
FAM131C,348487,17.950071,family with sequence similarity 131 member C,FAM131C,ENSG00000185519,348487,False,None
EPHA2,1969,17.360254,EPH receptor A2,EPHA2,ENSG00000142627,1969,False,None
AL451042.2,None,None,None,None,None,None,True,None
AL451042.1,None,None,None,None,None,None,True,None
ARHGEF19-AS1,ENSG00000234166,26.271759,ARHGEF19 antisense RNA 1,ARHGEF19-AS1,ENSG00000234166,None,False,None
ARHGEF19,128272,18.048761,Rho guanine nucleotide exchange factor 19,ARHGEF19,ENSG00000142632,128272,False,"[{'gene': 'ENSG00000142632'}, {'gene': 'ENSG00000291381'}]"
CPLANE2,79363,17.658878,ciliogenesis and planar polarity effector complex subunit 2,CPLANE2,ENSG00000132881,79363,False,"[{'gene': 'ENSG00000132881'}, {'gene': 'ENSG00000291382'}]"
FBXO42,54455,17.506723,F-box protein 42,FBXO42,ENSG00000291375,54455,False,"[{'gene': 'ENSG00000291375'}, {'gene': 'ENSG00000037637'}]"
SZRD1,26099,17.573399,SUZ RNA binding domain containing 1,SZRD1,ENSG00000055070,26099,False,"[{'gene': 'ENSG00000055070'}, {'gene': 'ENSG00000291379'}]"
SPATA21,374955,19.183073,spermatogenesis associated 21,SPATA21,ENSG00000291401,374955,False,"[{'gene': 'ENSG00000291401'}, {'gene': 'ENSG00000187144'}]"
NECAP2,55707,17.634666,NECAP endocytosis associated 2,NECAP2,ENSG00000291380,55707,False,"[{'gene': 'ENSG00000291380'}, {'gene': 'ENSG00000157191'}]"
LINC01772,107984921,27.063152,long intergenic non-protein coding RNA 1772,LINC01772,ENSG00000291388,107984921,False,"[{'gene': 'ENSG00000291388'}, {'gene': 'ENSG00000226029'}]"
AL137802.2,None,None,None,None,None,None,True,None
AL137802.1,None,None,None,None,None,None,True,None
LINC01783,100132147,27.063417,long intergenic non-protein coding RNA 1783,LINC01783,ENSG00000291392,100132147,False,"[{'gene': 'ENSG00000291392'}, {'gene': 'ENSG00000233421'}]"
NBPF1,55672,24.790258,NBPF member 1,NBPF1,ENSG00000292225,55672,False,"[{'gene': 'ENSG00000292225'}, {'gene': 'ENSG00000219481'}]"
AL137798.1,None,None,None,None,None,None,True,None
AL137798.2,None,None,None,None,None,None,True,None
AL021920.1,None,None,None,None,None,None,True,None
AL021920.3,None,None,None,None,None,None,True,None
CROCC,9696,18.186708,"ciliary rootlet coiled-coil, rootletin",CROCC,ENSG00000058453,9696,False,None
BX284668.1,None,None,None,None,None,None,True,None
BX284668.2,None,None,None,None,None,None,True,None
BX284668.5,None,None,None,None,None,None,True,None
BX284668.6,None,None,None,None,None,None,True,None
MFAP2,4237,17.613758,microfibril associated protein 2,MFAP2,ENSG00000117122,4237,False,None
AL049569.1,None,None,None,None,None,None,True,None
ATP13A2,23400,17.604086,ATPase cation transporting 13A2,ATP13A2,ENSG00000159363,23400,False,None
SDHB,6390,17.026125,succinate dehydrogenase complex iron sulfur subunit B,SDHB,ENSG00000117118,6390,False,None
PADI2,11240,18.066654,peptidyl arginine deiminase 2,PADI2,ENSG00000117115,11240,False,"[{'gene': 'ENSG00000117115'}, {'gene': 'ENSG00000291387'}]"
AL590644.1,None,None,None,None,None,None,True,None
AL590644.3,None,None,None,None,None,None,True,None
PADI1,29943,19.30954,peptidyl arginine deiminase 1,PADI1,ENSG00000281459,29943,False,"[{'gene': 'ENSG00000281459'}, {'gene': 'ENSG00000142623'}]"
PADI3,51702,19.282045,peptidyl arginine deiminase 3,PADI3,ENSG00000142619,51702,False,"[{'gene': 'ENSG00000142619'}, {'gene': 'ENSG00000280549'}]"
PADI4,23569,19.34953,peptidyl arginine deiminase 4,PADI4,ENSG00000280908,23569,False,"[{'gene': 'ENSG00000280908'}, {'gene': 'ENSG00000159339'}]"
PADI6,353238,19.21932,peptidyl arginine deiminase 6,PADI6,ENSG00000280949,353238,False,"[{'gene': 'ENSG00000280949'}, {'gene': 'ENSG00000276747'}]"
AC004824.1,None,None,None,None,None,None,True,None
RCC2,55920,17.626535,regulator of chromosome condensation 2,RCC2,ENSG00000179051,55920,False,"[{'gene': 'ENSG00000179051'}, {'gene': 'ENSG00000281540'}]"
ARHGEF10L,55160,18.200174,Rho guanine nucleotide exchange factor 10 like,ARHGEF10L,ENSG00000074964,55160,False,None
AL136529.1,None,None,None,None,None,None,True,None
ACTL8,81569,19.206533,actin like 8,ACTL8,ENSG00000117148,81569,False,None
AL357509.1,None,None,None,None,None,None,True,None
LINC01654,101927876,27.062708,long intergenic non-protein coding RNA 1654,LINC01654,ENSG00000261781,101927876,False,None
IGSF21,84966,18.203762,immunoglobin superfamily member 21,IGSF21,ENSG00000117154,84966,False,None
IGSF21-AS1,ENSG00000230035,26.271315,IGSF21 antisense RNA 1,IGSF21-AS1,ENSG00000230035,None,False,None
AL591896.1,None,None,None,None,None,None,True,None
KLHDC7A,127707,17.667747,kelch domain containing 7A,KLHDC7A,ENSG00000179023,127707,False,None
PAX7,5081,18.224607,paired box 7,PAX7,ENSG00000009709,5081,False,None
TAS1R2,80834,18.719025,taste 1 receptor member 2,TAS1R2,ENSG00000179002,80834,False,None
AL080251.1,None,None,None,None,None,None,True,None
ALDH4A1,8659,17.598585,aldehyde dehydrogenase 4 family member A1,ALDH4A1,ENSG00000159423,8659,False,None
IFFO2,126917,18.214005,intermediate filament family orphan 2,IFFO2,ENSG00000169991,126917,False,None
UBR4,23352,17.604483,ubiquitin protein ligase E3 component n-recognin 4,UBR4,ENSG00000127481,23352,False,None
AL035413.1,None,None,None,None,None,None,True,None
EMC1,23065,17.521519,ER membrane protein complex subunit 1,EMC1,ENSG00000127463,23065,False,None
MRTO4,51154,17.604774,"MRT4 homolog, ribosome maturation factor",MRTO4,ENSG00000053372,51154,False,None
AKR7A3,22977,19.213047,aldo-keto reductase family 7 member A3,AKR7A3,ENSG00000162482,22977,False,None
AKR7A2,8574,19.327852,aldo-keto reductase family 7 member A2,AKR7A2,ENSG00000053371,8574,False,None
PQLC2,54896,16.613272,solute carrier family 66 member 1,SLC66A1,ENSG00000040487,54896,False,None
CAPZB,832,17.525608,capping actin protein of muscle Z-line subunit beta,CAPZB,ENSG00000077549,832,False,None
AL031727.2,None,None,None,None,None,None,True,None
MINOS1,440574,16.862432,mitochondrial contact site and cristae organizing system subunit 10,MICOS10,ENSG00000173436,440574,False,None
NBL1,100532736,20.138813,MICOS10-NBL1 readthrough,MICOS10-NBL1,None,100532736,False,None
MINOS1-NBL1,100532736,25.044989,MICOS10-NBL1 readthrough,MICOS10-NBL1,None,100532736,False,None
HTR6,3362,17.664604,5-hydroxytryptamine receptor 6,HTR6,ENSG00000158748,3362,False,None
TMCO4,255104,17.597433,transmembrane and coiled-coil domains 4,TMCO4,ENSG00000162542,255104,False,None
RNF186,54546,18.248642,ring finger protein 186,RNF186,ENSG00000178828,54546,False,None
AL391883.1,None,None,None,None,None,None,True,None
OTUD3,23252,17.611303,OTU deubiquitinase 3,OTUD3,ENSG00000169914,23252,False,None
PLA2G2E,30814,19.30735,phospholipase A2 group IIE,PLA2G2E,ENSG00000188784,30814,False,None
PLA2G2A,5320,20.037815,phospholipase A2 group IIA,PLA2G2A,ENSG00000188257,5320,False,None
PLA2G5,5322,19.232483,phospholipase A2 group V,PLA2G5,ENSG00000127472,5322,False,None
PLA2G2D,26279,19.373247,phospholipase A2 group IID,PLA2G2D,ENSG00000117215,26279,False,None
PLA2G2F,64600,19.081005,phospholipase A2 group IIF,PLA2G2F,ENSG00000158786,64600,False,None
Z98257.1,None,None,None,None,None,None,True,None
PLA2G2C,391013,19.142555,phospholipase A2 group IIC,PLA2G2C,ENSG00000187980,391013,False,None
UBXN10-AS1,391013,25.047367,phospholipase A2 group IIC,PLA2G2C,ENSG00000187980,391013,False,None
UBXN10,127733,17.595158,UBX domain protein 10,UBXN10,ENSG00000162543,127733,False,None
LINC01757,105376827,27.063152,long intergenic non-protein coding RNA 1757,LINC01757,ENSG00000228105,105376827,False,None
Z98257.2,None,None,None,None,None,None,True,None
VWA5B1,127731,17.629282,von Willebrand factor A domain containing 5B1,VWA5B1,ENSG00000158816,127731,False,None
AL020998.1,None,None,None,None,None,None,True,None
LINC01141,ENSG00000236963,26.273949,long intergenic non-protein coding RNA 1141,LINC01141,ENSG00000236963,None,False,None
AL139254.1,None,None,None,None,None,None,True,None
AL139254.2,None,None,None,None,None,None,True,None
AL139254.3,None,None,None,None,None,None,True,None
CAMK2N1,55450,17.901716,calcium/calmodulin dependent protein kinase II inhibitor 1,CAMK2N1,ENSG00000162545,55450,False,None
MUL1,79594,17.653408,mitochondrial E3 ubiquitin protein ligase 1,MUL1,ENSG00000090432,79594,False,None
FAM43B,163933,17.696972,family with sequence similarity 43 member B,FAM43B,ENSG00000183114,163933,False,None
CDA,978,18.163326,cytidine deaminase,CDA,ENSG00000158825,978,False,None
PINK1,65018,17.64345,PTEN induced kinase 1,PINK1,ENSG00000158828,65018,False,None
PINK1-AS,100861548,27.06384,PINK1 antisense RNA,PINK1-AS,ENSG00000117242,100861548,False,None
DDOST,1650,17.604774,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,DDOST,ENSG00000244038,1650,False,None
KIF17,57576,17.684902,kinesin family member 17,KIF17,ENSG00000117245,57576,False,None
SH2D5,400745,17.724161,SH2 domain containing 5,SH2D5,ENSG00000189410,400745,False,None
AL663074.1,None,None,None,None,None,None,True,None
HP1BP3,50809,17.57245,heterochromatin protein 1 binding protein 3,HP1BP3,ENSG00000127483,50809,False,None
EIF4G3,8672,18.094906,eukaryotic translation initiation factor 4 gamma 3,EIF4G3,ENSG00000075151,8672,False,None
ECE1,1889,17.567484,endothelin converting enzyme 1,ECE1,ENSG00000117298,1889,False,None
AL031005.1,None,None,None,None,None,None,True,None
AL031728.1,None,None,None,None,None,None,True,None
AL592309.2,None,None,None,None,None,None,True,None
NBPF3,84224,26.271631,NBPF member 3,NBPF3,ENSG00000142794,84224,False,None
ALPL,249,17.65129,"alkaline phosphatase, biomineralization associated",ALPL,ENSG00000162551,249,False,None
AL359815.1,None,None,None,None,None,None,True,None
RAP1GAP,5909,18.01742,RAP1 GTPase activating protein,RAP1GAP,ENSG00000076864,5909,False,None
USP48,84196,17.57795,ubiquitin specific peptidase 48,USP48,ENSG00000090686,84196,False,None
LDLRAD2,401944,18.05105,low density lipoprotein receptor class A domain containing 2,LDLRAD2,ENSG00000187942,401944,False,None
HSPG2,3339,17.643845,heparan sulfate proteoglycan 2,HSPG2,ENSG00000142798,3339,False,None
CELA3B,23436,19.690958,chymotrypsin like elastase 3B,CELA3B,ENSG00000219073,23436,False,None
CELA3A,10136,23.346771,chymotrypsin like elastase 3A,CELA3A,ENSG00000142789,10136,False,None
LINC01635,101928043,27.06384,long intergenic non-protein coding RNA 1635,LINC01635,ENSG00000228397,101928043,False,None
CDC42,998,17.514677,cell division cycle 42,CDC42,ENSG00000070831,998,False,None
AL031281.2,None,None,None,None,None,None,True,None
WNT4,54361,17.606672,Wnt family member 4,WNT4,ENSG00000162552,54361,False,None
ZBTB40,9923,17.742483,zinc finger and BTB domain containing 40,ZBTB40,ENSG00000184677,9923,False,None
EPHA8,2046,16.819202,EPH receptor A8,EPHA8,ENSG00000070886,2046,False,None
C1QA,712,18.08187,complement C1q A chain,C1QA,ENSG00000173372,712,False,None
C1QC,714,18.176645,complement C1q C chain,C1QC,ENSG00000159189,714,False,None
C1QB,713,17.963915,complement C1q B chain,C1QB,ENSG00000173369,713,False,None
EPHB2,2048,17.374857,EPH receptor B2,EPHB2,ENSG00000133216,2048,False,None
AL512444.1,None,None,None,None,None,None,True,None
LACTBL1,646262,18.216194,lactamase beta like 1,LACTBL1,ENSG00000215906,646262,False,None
TEX46,729059,19.174797,testis expressed 46,TEX46,ENSG00000227868,729059,False,None
KDM1A,23028,17.527681,lysine demethylase 1A,KDM1A,ENSG00000004487,23028,False,None
AL031428.1,None,None,None,None,None,None,True,None
LUZP1,7798,17.60217,leucine zipper protein 1,LUZP1,ENSG00000169641,7798,False,None
HTR1D,3352,17.687185,5-hydroxytryptamine receptor 1D,HTR1D,ENSG00000179546,3352,False,None
LINC01355,ENSG00000261326,25.749828,long intergenic non-protein coding RNA 1355,LINC01355,ENSG00000261326,None,False,None
AL109936.6,None,None,None,None,None,None,True,None
HNRNPR,10236,17.938425,heterogeneous nuclear ribonucleoprotein R,HNRNPR,ENSG00000125944,10236,False,"[{'gene': 'ENSG00000125944'}, {'gene': 'ENSG00000282958'}]"
ZNF436,80818,19.118116,zinc finger protein 436,ZNF436,ENSG00000125945,80818,False,"[{'gene': 'ENSG00000125945'}, {'gene': 'ENSG00000283009'}]"
ZNF436-AS1,148898,27.06384,ZNF436 antisense RNA 1,ZNF436-AS1,ENSG00000283106,148898,False,"[{'gene': 'ENSG00000283106'}, {'gene': 'ENSG00000249087'}]"
AL109936.2,None,None,None,None,None,None,True,None
TCEA3,6920,17.699825,transcription elongation factor A3,TCEA3,ENSG00000204219,6920,False,"[{'gene': 'ENSG00000204219'}, {'gene': 'ENSG00000282941'}]"
ASAP3,55616,17.73379,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",ASAP3,ENSG00000282854,55616,False,"[{'gene': 'ENSG00000282854'}, {'gene': 'ENSG00000088280'}]"
E2F2,1870,17.77972,E2F transcription factor 2,E2F2,ENSG00000007968,1870,False,"[{'gene': 'ENSG00000007968'}, {'gene': 'ENSG00000282899'}]"
AL021154.1,None,None,None,None,None,None,True,None
ID3,3399,17.722403,inhibitor of DNA binding 3,ID3,ENSG00000283060,3399,False,"[{'gene': 'ENSG00000283060'}, {'gene': 'ENSG00000117318'}]"
MDS2,259283,24.204678,myelodysplastic syndrome 2 translocation associated,MDS2,ENSG00000197880,259283,False,None
RPL11,6135,16.623331,ribosomal protein L11,RPL11,ENSG00000142676,6135,False,None
ELOA,6924,17.604774,elongin A,ELOA,ENSG00000011007,6924,False,None
ELOA-AS1,100506963,27.063105,ELOA antisense RNA 1,ELOA-AS1,ENSG00000236810,100506963,False,None
PITHD1,57095,17.578815,PITH domain containing 1,PITHD1,ENSG00000057757,57095,False,None
LYPLA2,11313,17.62733,lysophospholipase 2,LYPLA2,ENSG00000011009,11313,False,None
GALE,2582,15.500558,UDP-galactose-4-epimerase,GALE,ENSG00000117308,2582,False,None
HMGCL,3155,16.676033,3-hydroxy-3-methylglutaryl-CoA lyase,HMGCL,ENSG00000117305,3155,False,None
